"County, State",State,County Name,# per 100K,Calc Positive Severe Depression,Calc Total Depression Responses
"Decatur, Iowa",Iowa,Decatur,38,14,35
"Upshur, Texas",Texas,Upshur,38,60,157
"Rains, Texas",Texas,Rains,38,21,45
"Lake, California",California,Lake,38,128,294
"Bonneville, Idaho",Idaho,Bonneville,38,236,665
"Tippah, Mississippi",Mississippi,Tippah,38,44,108
"Lane, Oregon",Oregon,Lane,38,722,"2,070"
"Henderson, Kentucky",Kentucky,Henderson,38,84,233
"Rutherford, Tennessee",Tennessee,Rutherford,38,640,"1,895"
"Gloucester, Virginia",Virginia,Gloucester,38,71,205
"Johnson, Kentucky",Kentucky,Johnson,38,41,118
"Sevier, Arkansas",Arkansas,Sevier,38,30,80
"Gray, Texas",Texas,Gray,38,40,92
"Montgomery, Ohio",Ohio,Montgomery,38,953,"2,894"
"Madison, Arkansas",Arkansas,Madison,38,42,98
"Madison, North Carolina",North Carolina,Madison,38,41,101
"Lincoln, Washington",Washington,Lincoln,38,22,54
"Bartow, Georgia",Georgia,Bartow,38,200,576
"Floyd, Kentucky",Kentucky,Floyd,38,66,162
"Hockley, Texas",Texas,Hockley,38,82,224
"Broome, New York",New York,Broome,38,379,"1,088"
"Davis, Utah",Utah,Davis,38,665,"2,141"
"Franklin, Kansas",Kansas,Franklin,37,50,151
"Meriwether, Georgia",Georgia,Meriwether,37,34,76
"Limestone, Texas",Texas,Limestone,37,47,103
"Virginia Beach, Virginia",Virginia,Virginia Beach,37,857,"2,775"
"Kittitas, Washington",Washington,Kittitas,37,83,256
"Bullock, Alabama",Alabama,Bullock,37,16,30
"Tipton, Tennessee",Tennessee,Tipton,37,103,257
"Uvalde, Texas",Texas,Uvalde,37,45,143
"Sandusky, Ohio",Ohio,Sandusky,37,96,251
"Juneau, Alaska",Alaska,Juneau,37,60,195
"Wetzel, West Virginia",West Virginia,Wetzel,37,29,73
"Carson, Texas",Texas,Carson,37,19,42
"Lincoln, Wisconsin",Wisconsin,Lincoln,37,60,147
"Douglas, Georgia",Georgia,Douglas,37,273,828
"Tazewell, Virginia",Virginia,Tazewell,37,74,177
"Le Flore, Oklahoma",Oklahoma,Le Flore,37,87,193
"Franklin, Pennsylvania",Pennsylvania,Franklin,37,272,930
"Butte, California",California,Butte,37,397,"1,045"
"Hays, Texas",Texas,Hays,37,494,"1,558"
"Cottonwood, Minnesota",Minnesota,Cottonwood,37,21,138
"McMinn, Tennessee",Tennessee,McMinn,37,94,222
"Upson, Georgia",Georgia,Upson,37,49,119
"Carter, Oklahoma",Oklahoma,Carter,37,91,271
"Klamath, Oregon",Oregon,Klamath,37,125,358
"Washington, Oklahoma",Oklahoma,Washington,37,72,206
"Penobscot, Maine",Maine,Penobscot,37,268,791
"Polk, Georgia",Georgia,Polk,37,86,235
"Loudon, Tennessee",Tennessee,Loudon,37,115,281
"Ross, Ohio",Ohio,Ross,37,139,405
"Jackson, Alabama",Alabama,Jackson,37,101,246
"Mills, Iowa",Iowa,Mills,37,25,84
"Morgan, Colorado",Colorado,Morgan,37,54,127
"Henry, Missouri",Missouri,Henry,37,44,107
"Knox, Indiana",Indiana,Knox,37,67,187
"Pike, Ohio",Ohio,Pike,37,45,112
"Rappahannock, Virginia",Virginia,Rappahannock,37,18,46
"Hocking, Ohio",Ohio,Hocking,37,65,151
"Denton, Texas",Texas,Denton,37,"1,593","4,933"
"Charles City, Virginia",Virginia,Charles City,37,8,20
"Breathitt, Kentucky",Kentucky,Breathitt,37,24,64
"Cherokee, Alabama",Alabama,Cherokee,37,61,149
"Suffolk, Virginia",Virginia,Suffolk,37,174,551
"Mayes, Oklahoma",Oklahoma,Mayes,37,69,185
"Preble, Ohio",Ohio,Preble,37,74,201
"Fairbanks North Star, Alaska",Alaska,Fairbanks North Star,37,144,465
"Lampasas, Texas",Texas,Lampasas,37,44,117
"DeKalb, Indiana",Indiana,DeKalb,37,85,255
"Twiggs, Georgia",Georgia,Twiggs,37,8,15
"Natrona, Wyoming",Wyoming,Natrona,37,146,385
"Goshen, Wyoming",Wyoming,Goshen,37,23,60
"Smith, Tennessee",Tennessee,Smith,37,33,79
"Benton, Oregon",Oregon,Benton,37,156,599
"Mitchell, North Carolina",North Carolina,Mitchell,37,32,74
"Burleson, Texas",Texas,Burleson,37,33,77
"Muskingum, Ohio",Ohio,Muskingum,37,169,487
"Coffee, Alabama",Alabama,Coffee,37,99,262
"Crawford, Indiana",Indiana,Crawford,37,20,52
"Jefferson, Oklahoma",Oklahoma,Jefferson,37,10,16
"Kennebec, Maine",Maine,Kennebec,37,227,673
"Catawba, North Carolina",North Carolina,Catawba,37,309,838
"Custer, Oklahoma",Oklahoma,Custer,37,51,146
"Perkins, Nebraska",Nebraska,Perkins,37,5,10
"Hardin, Kentucky",Kentucky,Hardin,37,191,514
"Lincoln, Mississippi",Mississippi,Lincoln,37,58,162
"Jefferson, Oregon",Oregon,Jefferson,37,32,88
"McLean, Illinois",Illinois,McLean,37,313,986
"Clark, Ohio",Ohio,Clark,37,248,643
"Stone, Arkansas",Arkansas,Stone,37,19,51
"Caroline, Virginia",Virginia,Caroline,37,55,139
"Panola, Mississippi",Mississippi,Panola,37,65,167
"Portsmouth, Virginia",Virginia,Portsmouth,37,178,521
"Pierce, Wisconsin",Wisconsin,Pierce,37,91,283
"Richland, Ohio",Ohio,Richland,37,228,634
"Schleicher, Texas",Texas,Schleicher,37,8,18
"Sebastian, Arkansas",Arkansas,Sebastian,36,233,613
"Adams, Colorado",Colorado,Adams,36,986,"2,849"
"Craig, Oklahoma",Oklahoma,Craig,36,30,77
"Letcher, Kentucky",Kentucky,Letcher,36,41,88
"Franklin, Kentucky",Kentucky,Franklin,36,94,350
"Jackson, Arkansas",Arkansas,Jackson,36,33,74
"Union, Tennessee",Tennessee,Union,36,30,60
"Union, Oregon",Oregon,Union,36,48,148
"Modoc, California",California,Modoc,36,17,33
"Camden, Georgia",Georgia,Camden,36,100,284
"Sublette, Wyoming",Wyoming,Sublette,36,16,39
"Kalamazoo, Michigan",Michigan,Kalamazoo,36,466,"1,536"
"Bell, Texas",Texas,Bell,36,661,"1,912"
"Mecosta, Michigan",Michigan,Mecosta,36,68,211
"Mackinac, Michigan",Michigan,Mackinac,36,18,47
"Burleigh, North Dakota",North Dakota,Burleigh,36,180,543
"Schenectady, New York",New York,Schenectady,36,271,843
"Drew, Arkansas",Arkansas,Drew,36,35,90
"Etowah, Alabama",Alabama,Etowah,36,194,497
"White, Illinois",Illinois,White,36,28,64
"Franklin, Tennessee",Tennessee,Franklin,36,70,200
"Bryan, Oklahoma",Oklahoma,Bryan,36,85,231
"Jackson, Georgia",Georgia,Jackson,36,199,540
"Jefferson, New York",New York,Jefferson,36,214,628
"Henry, Illinois",Illinois,Henry,36,87,221
"Clermont, Ohio",Ohio,Clermont,36,396,"1,164"
"Augusta, Virginia",Virginia,Augusta,36,231,633
"Garfield, Oklahoma",Oklahoma,Garfield,36,114,280
"Johnson, Texas",Texas,Johnson,36,360,998
"Clay, Missouri",Missouri,Clay,36,470,"1,449"
"Alpena, Michigan",Michigan,Alpena,36,49,131
"Shelby, Ohio",Ohio,Shelby,36,83,200
"Wayne, Tennessee",Tennessee,Wayne,36,30,68
"Taylor, Kentucky",Kentucky,Taylor,36,50,125
"Brazos, Texas",Texas,Brazos,36,424,"1,402"
"Humphreys, Mississippi",Mississippi,Humphreys,36,14,32
"Long, Georgia",Georgia,Long,36,23,71
"Multnomah, Oregon",Oregon,Multnomah,36,"1,448","4,601"
"Walton, Georgia",Georgia,Walton,36,241,692
"Jasper, Missouri",Missouri,Jasper,36,188,470
"Huron, Ohio",Ohio,Huron,36,131,375
"Wyandot, Ohio",Ohio,Wyandot,36,41,100
"Foster, North Dakota",North Dakota,Foster,36,6,12
"Cortland, New York",New York,Cortland,36,85,256
"Mason, Michigan",Michigan,Mason,36,49,140
"Cerro Gordo, Iowa",Iowa,Cerro Gordo,36,76,231
"Harrison, Indiana",Indiana,Harrison,36,73,199
"Paulding, Georgia",Georgia,Paulding,36,226,662
"Madison, Illinois",Illinois,Madison,36,488,"1,483"
"Tehama, California",California,Tehama,36,129,292
"Gordon, Georgia",Georgia,Gordon,36,109,306
"Allen, Indiana",Indiana,Allen,36,679,"2,170"
"Jefferson, West Virginia",West Virginia,Jefferson,36,108,328
"Overton, Tennessee",Tennessee,Overton,36,30,69
"Mississippi, Arkansas",Arkansas,Mississippi,36,72,171
"Mariposa, California",California,Mariposa,36,29,71
"Stephenson, Illinois",Illinois,Stephenson,36,82,249
"Carbon, Wyoming",Wyoming,Carbon,36,26,77
"Gallatin, Montana",Montana,Gallatin,36,214,744
"Hill, Montana",Montana,Hill,36,31,93
"Craighead, Arkansas",Arkansas,Craighead,36,201,592
"Wise, Texas",Texas,Wise,36,121,332
"Chisago, Minnesota",Minnesota,Chisago,36,95,242
"Cass, Iowa",Iowa,Cass,36,25,86
"Grand Traverse, Michigan",Michigan,Grand Traverse,36,138,351
"Portage, Wisconsin",Wisconsin,Portage,36,121,415
"Bent, Colorado",Colorado,Bent,36,11,29
"Boone, Indiana",Indiana,Boone,36,129,455
"Reno, Kansas",Kansas,Reno,36,110,322
"Bullitt, Kentucky",Kentucky,Bullitt,36,125,374
"Fayette, Georgia",Georgia,Fayette,36,219,667
"DeKalb, Illinois",Illinois,DeKalb,36,190,606
"Aiken, South Carolina",South Carolina,Aiken,36,286,790
"Carroll, Tennessee",Tennessee,Carroll,36,57,146
"Clearfield, Pennsylvania",Pennsylvania,Clearfield,36,135,351
"Sevier, Tennessee",Tennessee,Sevier,36,183,482
"St. Joseph, Michigan",Michigan,St. Joseph,36,110,275
"Livingston, Louisiana",Louisiana,Livingston,36,248,638
"Garfield, Utah",Utah,Garfield,36,9,21
"Henry, Tennessee",Tennessee,Henry,36,57,153
"Pulaski, Missouri",Missouri,Pulaski,36,87,236
"Kendall, Illinois",Illinois,Kendall,36,235,688
"Cocke, Tennessee",Tennessee,Cocke,36,68,185
"Douglas, Missouri",Missouri,Douglas,36,18,36
"Spartanburg, South Carolina",South Carolina,Spartanburg,36,534,"1,497"
"Pottawattamie, Iowa",Iowa,Pottawattamie,36,166,511
"Mercer, West Virginia",West Virginia,Mercer,36,105,285
"Belknap, New Hampshire",New Hampshire,Belknap,36,107,307
"Scotland, Missouri",Missouri,Scotland,36,7,15
"Jennings, Indiana",Indiana,Jennings,36,47,119
"Scurry, Texas",Texas,Scurry,36,30,93
"Seward, Nebraska",Nebraska,Seward,36,31,87
"Summers, West Virginia",West Virginia,Summers,36,17,41
"Winston, Alabama",Alabama,Winston,36,44,89
"Ritchie, West Virginia",West Virginia,Ritchie,36,17,34
"Carbon, Pennsylvania",Pennsylvania,Carbon,36,117,312
"Pike, Pennsylvania",Pennsylvania,Pike,36,109,280
"Dodge, Wisconsin",Wisconsin,Dodge,36,133,348
"Larue, Kentucky",Kentucky,Larue,36,19,42
"Cooke, Texas",Texas,Cooke,36,69,166
"Butler, Missouri",Missouri,Butler,36,73,190
"Warren, Kentucky",Kentucky,Warren,36,253,754
"Butler, Ohio",Ohio,Butler,36,684,"1,980"
"Stephens, Oklahoma",Oklahoma,Stephens,36,78,208
"Morgan, Kentucky",Kentucky,Morgan,35,25,55
"Tulsa, Oklahoma",Oklahoma,Tulsa,35,"1,193","3,667"
"Johnson, Wyoming",Wyoming,Johnson,35,15,34
"Shannon, Missouri",Missouri,Shannon,35,13,37
"Vernon, Louisiana",Louisiana,Vernon,35,84,244
"White, Indiana",Indiana,White,35,48,130
"Rock, Wisconsin",Wisconsin,Rock,35,301,804
"Kenai Peninsula, Alaska",Alaska,Kenai Peninsula,35,105,286
"Lonoke, Arkansas",Arkansas,Lonoke,35,138,372
"Ottawa, Oklahoma",Oklahoma,Ottawa,35,52,119
"Greenville, South Carolina",South Carolina,Greenville,35,"1,043","3,111"
"Mesa, Colorado",Colorado,Mesa,35,275,791
"Ouachita, Arkansas",Arkansas,Ouachita,35,41,97
"Harrison, West Virginia",West Virginia,Harrison,35,110,302
"Powhatan, Virginia",Virginia,Powhatan,35,50,140
"Cambria, Pennsylvania",Pennsylvania,Cambria,35,237,686
"Greene, New York",New York,Greene,35,89,258
"Morgan, Georgia",Georgia,Morgan,35,34,88
"Eau Claire, Wisconsin",Wisconsin,Eau Claire,35,192,622
"Barry, Missouri",Missouri,Barry,35,88,228
"Roane, West Virginia",West Virginia,Roane,35,23,53
"Fulton, Illinois",Illinois,Fulton,35,61,154
"Tompkins, New York",New York,Tompkins,35,182,638
"Jay, Indiana",Indiana,Jay,35,37,104
"Shelby, Missouri",Missouri,Shelby,35,11,29
"Gwinnett, Georgia",Georgia,Gwinnett,35,"1,565","4,987"
"Henry, Iowa",Iowa,Henry,35,37,92
"Clay, Minnesota",Minnesota,Clay,35,116,366
"Carroll, Ohio",Ohio,Carroll,35,67,143
"Bledsoe, Tennessee",Tennessee,Bledsoe,35,26,66
"Curry, New Mexico",New Mexico,Curry,35,85,242
"Clarke, Georgia",Georgia,Clarke,35,209,730
"Sioux, Nebraska",Nebraska,Sioux,35,41,124
"Grundy, Tennessee",Tennessee,Grundy,35,21,57
"Sumter, Alabama",Alabama,Sumter,35,21,41
"Champaign, Illinois",Illinois,Champaign,35,364,"1,339"
"Wood, West Virginia",West Virginia,Wood,35,149,433
"St. Francois, Missouri",Missouri,St. Francois,35,122,338
"Wayne, Illinois",Illinois,Wayne,35,27,65
"Morrow, Ohio",Ohio,Morrow,35,74,201
"Tattnall, Georgia",Georgia,Tattnall,35,42,87
"Broomfield, Colorado",Colorado,Broomfield,35,140,459
"Lorain, Ohio",Ohio,Lorain,35,536,"1,561"
"Columbiana, Ohio",Ohio,Columbiana,35,183,498
"Humboldt, California",California,Humboldt,35,240,676
"Greenup, Kentucky",Kentucky,Greenup,35,58,144
"Berkeley, South Carolina",South Carolina,Berkeley,35,372,"1,123"
"Schuylkill, Pennsylvania",Pennsylvania,Schuylkill,35,245,641
"Elk, Pennsylvania",Pennsylvania,Elk,35,54,155
"Henry, Kentucky",Kentucky,Henry,35,29,95
"Cayuga, New York",New York,Cayuga,35,131,303
"Rice, Minnesota",Minnesota,Rice,35,122,398
"Grady, Oklahoma",Oklahoma,Grady,35,116,342
"Upshur, West Virginia",West Virginia,Upshur,35,42,106
"Marion, Alabama",Alabama,Marion,35,37,90
"Gonzales, Texas",Texas,Gonzales,35,35,98
"Anderson, South Carolina",South Carolina,Anderson,35,342,"1,011"
"Mountrail, North Dakota",North Dakota,Mountrail,35,17,35
"McDonough, Illinois",Illinois,McDonough,35,47,140
"Wood, Ohio",Ohio,Wood,35,232,735
"LaPorte, Indiana",Indiana,LaPorte,35,209,509
"Grundy, Iowa",Iowa,Grundy,35,20,50
"Calloway, Kentucky",Kentucky,Calloway,35,65,189
"Washington, Oregon",Oregon,Washington,35,"1,077","3,516"
"Lancaster, Nebraska",Nebraska,Lancaster,35,563,"1,933"
"Dakota, Minnesota",Minnesota,Dakota,35,774,"2,508"
"La Crosse, Wisconsin",Wisconsin,La Crosse,35,213,701
"Lawrence, Alabama",Alabama,Lawrence,35,67,159
"Tom Green, Texas",Texas,Tom Green,35,209,627
"Jefferson, Illinois",Illinois,Jefferson,35,65,156
"Screven, Georgia",Georgia,Screven,35,25,64
"Weld, Colorado",Colorado,Weld,35,660,"1,880"
"Cass, North Dakota",North Dakota,Cass,35,327,"1,015"
"Columbia, Georgia",Georgia,Columbia,35,290,870
"Taylor, Texas",Texas,Taylor,35,220,664
"Greene, Indiana",Indiana,Greene,35,54,159
"Whatcom, Washington",Washington,Whatcom,35,393,"1,322"
"Rockwall, Texas",Texas,Rockwall,35,201,623
"Rutherford, North Carolina",North Carolina,Rutherford,35,106,286
"Casey, Kentucky",Kentucky,Casey,35,33,81
"Greene, Ohio",Ohio,Greene,35,352,"1,125"
"Monroe, Pennsylvania",Pennsylvania,Monroe,35,294,882
"Kaufman, Texas",Texas,Kaufman,35,264,760
"Gregg, Texas",Texas,Gregg,35,228,619
"Cassia, Idaho",Idaho,Cassia,35,45,110
"Island, Washington",Washington,Island,35,151,453
"Williams, Ohio",Ohio,Williams,35,67,159
"Kent, Delaware",Delaware,Kent,35,309,"1,011"
"Mahaska, Iowa",Iowa,Mahaska,35,36,89
"Bay, Florida",Florida,Bay,35,316,856
"Linn, Iowa",Iowa,Linn,35,397,"1,259"
"Hamilton, Tennessee",Tennessee,Hamilton,35,603,"1,877"
"Lafayette, Mississippi",Mississippi,Lafayette,35,96,328
"Cole, Missouri",Missouri,Cole,35,131,374
"Montague, Texas",Texas,Montague,35,37,88
"Lee, Georgia",Georgia,Lee,35,52,150
"Anoka, Minnesota",Minnesota,Anoka,35,667,"2,156"
"Jefferson, Iowa",Iowa,Jefferson,35,29,71
"Chesapeake, Virginia",Virginia,Chesapeake,35,435,"1,319"
"Marion, Arkansas",Arkansas,Marion,35,31,76
"Wasco, Oregon",Oregon,Wasco,35,51,146
"Jim Wells, Texas",Texas,Jim Wells,35,62,159
"Portage, Ohio",Ohio,Portage,35,295,946
"Rabun, Georgia",Georgia,Rabun,35,29,84
"Auglaize, Ohio",Ohio,Auglaize,35,79,230
"Manitowoc, Wisconsin",Wisconsin,Manitowoc,35,141,506
"Rogers, Oklahoma",Oklahoma,Rogers,35,138,391
"Morgan, Indiana",Indiana,Morgan,35,141,440
"Union, Mississippi",Mississippi,Union,35,43,109
"Bexar, Texas",Texas,Bexar,35,"3,524","10,485"
"Spencer, Indiana",Indiana,Spencer,35,31,100
"Orange, Texas",Texas,Orange,35,150,382
"Logan, Ohio",Ohio,Logan,35,77,226
"Cowley, Kansas",Kansas,Cowley,35,60,146
"Washoe, Nevada",Nevada,Washoe,35,803,"2,356"
"Tipton, Indiana",Indiana,Tipton,35,25,72
"Macoupin, Illinois",Illinois,Macoupin,35,71,180
"Independence, Arkansas",Arkansas,Independence,35,63,162
"Hale, Texas",Texas,Hale,35,58,136
"Hot Springs, Wyoming",Wyoming,Hot Springs,35,8,19
"Roosevelt, Montana",Montana,Roosevelt,35,20,72
"Lubbock, Texas",Texas,Lubbock,35,500,"1,573"
"Jessamine, Kentucky",Kentucky,Jessamine,35,91,283
"Newport News, Virginia",Virginia,Newport News,35,326,934
"Wahkiakum, Washington",Washington,Wahkiakum,35,7,19
"Burnett, Wisconsin",Wisconsin,Burnett,35,27,64
"Stark, Ohio",Ohio,Stark,35,624,"1,770"
"McHenry, Illinois",Illinois,McHenry,35,566,"1,722"
"Sheridan, Wyoming",Wyoming,Sheridan,35,54,163
"Grayson, Virginia",Virginia,Grayson,35,51,129
"Calvert, Maryland",Maryland,Calvert,35,157,426
"Kenton, Kentucky",Kentucky,Kenton,35,286,881
"Crawford, Kansas",Kansas,Crawford,35,69,209
"Crowley, Colorado",Colorado,Crowley,35,10,21
"Ozark, Missouri",Missouri,Ozark,35,17,34
"Darke, Ohio",Ohio,Darke,35,91,179
"Gem, Idaho",Idaho,Gem,35,32,79
"Covington, Mississippi",Mississippi,Covington,35,36,84
"Marshall, Minnesota",Minnesota,Marshall,35,10,47
"Allen, Kentucky",Kentucky,Allen,35,34,78
"Delta, Michigan",Michigan,Delta,35,63,171
"Spokane, Washington",Washington,Spokane,35,945,"2,852"
"Henry, Georgia",Georgia,Henry,35,453,"1,342"
"Scott, Arkansas",Arkansas,Scott,35,14,32
"Wood, Texas",Texas,Wood,34,85,211
"Platte, Missouri",Missouri,Platte,34,182,729
"Sarpy, Nebraska",Nebraska,Sarpy,34,331,"1,172"
"Richland, South Carolina",South Carolina,Richland,34,693,"2,037"
"Franklin, Nebraska",Nebraska,Franklin,34,6,16
"Prentiss, Mississippi",Mississippi,Prentiss,34,46,138
"Harnett, North Carolina",North Carolina,Harnett,34,305,873
"Crawford, Missouri",Missouri,Crawford,34,38,99
"Calhoun, Michigan",Michigan,Calhoun,34,232,652
"Conejos, Colorado",Colorado,Conejos,34,10,36
"Skamania, Washington",Washington,Skamania,34,17,44
"DeSoto, Mississippi",Mississippi,DeSoto,34,314,926
"Muskogee, Oklahoma",Oklahoma,Muskogee,34,124,298
"Walla Walla, Washington",Washington,Walla Walla,34,107,292
"Polk, Minnesota",Minnesota,Polk,34,57,214
"Marion, Indiana",Indiana,Marion,34,"1,670","5,449"
"Alleghany, Virginia",Virginia,Alleghany,34,35,100
"Mason, Kentucky",Kentucky,Mason,34,31,92
"Harvey, Kansas",Kansas,Harvey,34,61,173
"Humboldt, Iowa",Iowa,Humboldt,34,16,47
"Lewis, Kentucky",Kentucky,Lewis,34,22,53
"Richmond, Virginia",Virginia,Richmond,34,280,935
"Webster, Iowa",Iowa,Webster,34,63,214
"La Salle, Texas",Texas,La Salle,34,9,22
"Duchesne, Utah",Utah,Duchesne,34,39,107
"Walker, Alabama",Alabama,Walker,34,104,265
"Linn, Kansas",Kansas,Linn,34,17,36
"Jefferson, Tennessee",Tennessee,Jefferson,34,95,267
"Quitman, Mississippi",Mississippi,Quitman,34,9,37
"Collin, Texas",Texas,Collin,34,"1,910","6,321"
"Stillwater, Montana",Montana,Stillwater,34,17,51
"Banks, Georgia",Georgia,Banks,34,39,96
"Searcy, Arkansas",Arkansas,Searcy,34,14,38
"Giles, Tennessee",Tennessee,Giles,34,46,107
"Kingfisher, Oklahoma",Oklahoma,Kingfisher,34,25,65
"Doniphan, Kansas",Kansas,Doniphan,34,12,29
"Pierce, Washington",Washington,Pierce,34,"1,557","4,686"
"Maricopa, Arizona",Arizona,Maricopa,34,"7,463","22,458"
"Robertson, Tennessee",Tennessee,Robertson,34,148,448
"Winnebago, Illinois",Illinois,Winnebago,34,488,"1,323"
"Cooper, Missouri",Missouri,Cooper,34,28,81
"Curry, Oregon",Oregon,Curry,34,40,119
"Box Elder, Utah",Utah,Box Elder,34,99,257
"Davidson, North Carolina",North Carolina,Davidson,34,325,888
"Genesee, Michigan",Michigan,Genesee,34,651,"1,782"
"Mahoning, Ohio",Ohio,Mahoning,34,386,"1,161"
"King George, Virginia",Virginia,King George,34,46,133
"Mobile, Alabama",Alabama,Mobile,34,706,"1,897"
"Pasquotank, North Carolina",North Carolina,Pasquotank,34,69,203
"Palo Pinto, Texas",Texas,Palo Pinto,34,47,127
"Johnson, Iowa",Iowa,Johnson,34,266,929
"Grant, Minnesota",Minnesota,Grant,34,11,47
"Dauphin, Pennsylvania",Pennsylvania,Dauphin,34,479,"1,489"
"Callaway, Missouri",Missouri,Callaway,34,74,196
"Stoddard, Missouri",Missouri,Stoddard,34,50,148
"Union, New Mexico",New Mexico,Union,34,7,14
"Caddo, Oklahoma",Oklahoma,Caddo,34,49,174
"Washburn, Wisconsin",Wisconsin,Washburn,34,31,74
"Henry, Ohio",Ohio,Henry,34,47,126
"Lauderdale, Alabama",Alabama,Lauderdale,34,161,419
"Rockdale, Georgia",Georgia,Rockdale,34,158,472
"Kitsap, Washington",Washington,Kitsap,34,467,"1,424"
"Caledonia, Vermont",Vermont,Caledonia,34,50,131
"Hall, Georgia",Georgia,Hall,34,348,"1,019"
"Pulaski, Kentucky",Kentucky,Pulaski,34,113,293
"Perry, Kentucky",Kentucky,Perry,34,48,132
"Scioto, Ohio",Ohio,Scioto,34,125,341
"Wayne, Ohio",Ohio,Wayne,34,199,530
"Carroll, Iowa",Iowa,Carroll,34,33,98
"Morgan, Alabama",Alabama,Morgan,34,199,492
"Surry, North Carolina",North Carolina,Surry,34,125,331
"Eddy, New Mexico",New Mexico,Eddy,34,103,237
"Faribault, Minnesota",Minnesota,Faribault,34,23,75
"Hardin, Tennessee",Tennessee,Hardin,34,41,96
"Washington, Utah",Utah,Washington,34,311,923
"Williamson, Illinois",Illinois,Williamson,34,115,346
"Clark, Washington",Washington,Clark,34,853,"2,484"
"Howard, Arkansas",Arkansas,Howard,34,24,68
"Lawrence, Pennsylvania",Pennsylvania,Lawrence,34,147,429
"Wirt, West Virginia",West Virginia,Wirt,34,8,26
"Garland, Arkansas",Arkansas,Garland,34,183,439
"Christian, Illinois",Illinois,Christian,34,60,166
"Merrimack, New Hampshire",New Hampshire,Merrimack,34,267,777
"Wells, Indiana",Indiana,Wells,34,48,161
"Bowie, Texas",Texas,Bowie,34,156,394
"Wilson, Tennessee",Tennessee,Wilson,34,242,753
"Parker, Texas",Texas,Parker,34,288,810
"Shiawassee, Michigan",Michigan,Shiawassee,34,123,328
"Andrew, Missouri",Missouri,Andrew,34,46,92
"Cherokee, Kansas",Kansas,Cherokee,34,34,85
"Summit, Wyoming",Wyoming,Summit,34,25,76
"Baldwin, Alabama",Alabama,Baldwin,34,394,"1,092"
"Ware, Georgia",Georgia,Ware,34,64,158
"Clackamas, Oregon",Oregon,Clackamas,34,696,"2,031"
"Gibson, Tennessee",Tennessee,Gibson,34,81,240
"Miller, Missouri",Missouri,Miller,34,36,81
"Liberty, Florida",Florida,Liberty,34,13,26
"Saline, Kansas",Kansas,Saline,34,91,279
"Scott, Tennessee",Tennessee,Scott,34,35,96
"Stark, North Dakota",North Dakota,Stark,34,54,176
"Minnehaha, South Dakota",South Dakota,Minnehaha,34,345,"1,032"
"Clark, South Dakota",South Dakota,Clark,34,6,9
"Davis, Iowa",Iowa,Davis,34,15,30
"Marshall, Alabama",Alabama,Marshall,34,174,463
"Williams, North Dakota",North Dakota,Williams,34,66,173
"Boone, Missouri",Missouri,Boone,34,298,"1,098"
"Somerset, Pennsylvania",Pennsylvania,Somerset,34,124,307
"Carson City, Nevada",Nevada,Carson City,34,101,278
"Kodiak Island, Alaska",Alaska,Kodiak Island,34,22,64
"Norfolk, Virginia",Virginia,Norfolk,34,399,"1,193"
"Marshall, West Virginia",West Virginia,Marshall,34,44,128
"Live Oak, Texas",Texas,Live Oak,34,22,49
"Walton, Florida",Florida,Walton,34,127,327
"Jeff Davis, Georgia",Georgia,Jeff Davis,34,25,55
"Cascade, Montana",Montana,Cascade,34,142,419
"Camden, North Carolina",North Carolina,Camden,34,17,49
"Summit, Ohio",Ohio,Summit,34,913,"2,973"
"Yankton, South Dakota",South Dakota,Yankton,34,40,98
"Effingham, Illinois",Illinois,Effingham,34,56,146
"Boone, Illinois",Illinois,Boone,34,86,228
"Jones, Mississippi",Mississippi,Jones,34,110,268
"Warren, New Jersey",New Jersey,Warren,34,194,552
"Christian, Missouri",Missouri,Christian,34,151,486
"Rockbridge, Virginia",Virginia,Rockbridge,34,62,174
"Mills, Texas",Texas,Mills,34,7,13
"Buchanan, Missouri",Missouri,Buchanan,34,126,341
"Saline, Arkansas",Arkansas,Saline,34,209,581
"Choctaw, Oklahoma",Oklahoma,Choctaw,34,24,55
"Big Horn, Wyoming",Wyoming,Big Horn,33,19,66
"Piatt, Illinois",Illinois,Piatt,33,29,73
"Nicholas, Kentucky",Kentucky,Nicholas,33,13,34
"Lackawanna, Pennsylvania",Pennsylvania,Lackawanna,33,361,"1,065"
"Callahan, Texas",Texas,Callahan,33,22,63
"Matanuska-Susitna, Alaska",Alaska,Matanuska-Susitna,33,182,465
"Fairfield, Ohio",Ohio,Fairfield,33,308,914
"Polk, Texas",Texas,Polk,33,84,204
"Marshall, Kansas",Kansas,Marshall,33,17,56
"Beaver, Pennsylvania",Pennsylvania,Beaver,33,274,791
"York, Pennsylvania",Pennsylvania,York,33,787,"2,368"
"Clark, Nevada",Nevada,Clark,33,"3,786","10,924"
"Wexford, Michigan",Michigan,Wexford,33,56,145
"Lapeer, Michigan",Michigan,Lapeer,33,145,456
"Miami, Kansas",Kansas,Miami,33,70,230
"San Bernardino, California",California,San Bernardino,33,"3,628","10,438"
"Victoria, Texas",Texas,Victoria,33,153,404
"Benton, Washington",Washington,Benton,33,387,"1,136"
"Vermilion, Illinois",Illinois,Vermilion,33,124,305
"Franklin, Idaho",Idaho,Franklin,33,24,64
